dpe_classe,consommation_kwh_m2,surface_m2,annee_construction,type_logement_immeuble,departement,code_postal,longitude,latitude,source_type
D,106,75.4,1970,appartement,69,69008,845090.93,6517069.98,Ancien
E,125,37.7,NA,appartement,69,69008,844865.98,6517861.35,Ancien
E,133,28,1934,appartement,69,69008,844768.8,6517487.15,Ancien
D,107.2,61.6,2011,appartement,69,69008,844495.24,6516562.17,Ancien
D,87,74.2,NA,appartement,69,69008,845059.57,6517686.3,Ancien
D,81,55.4,NA,appartement,69,69008,845463.15,6516238.56,Ancien
D,81,83.3,NA,appartement,69,69008,845306.67,6517603.94,Ancien
D,82,65.4,1990,appartement,69,69008,845723.17,6517203.81,Ancien
D,80.8,54.2,2000,appartement,69,69008,845040.98,6518034.99,Ancien
D,84,36.5,NA,appartement,69,69008,846059.1,6515680.75,Ancien
D,94,18.7,NA,appartement,69,69008,844733.45,6517851.44,Ancien
D,108,60,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,86,90,1984,appartement,69,69008,845900.78,6516220.73,Ancien
C,74,50,1988,appartement,69,69008,845100.48,6517544.75,Ancien
D,103,67,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,80,90,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,101,35.8,NA,appartement,69,69008,844938.16,6517824.51,Ancien
E,143,26.5,1962,appartement,69,69008,846561.92,6517206.34,Ancien
D,99,88,1983,appartement,69,69008,844099.35,6516937.87,Ancien
D,97,49,NA,appartement,69,69008,845723.28,6517228.92,Ancien
D,87.5,109.9,1981,appartement,69,69008,844080.88,6516160.2,Ancien
D,101,NA,1983,immeuble,69,69008,844099.35,6516937.87,Ancien
C,59,51.6,1992,appartement,69,69008,845190.85,6517515.34,Ancien
D,84,37,NA,appartement,69,69008,844806.47,6517574.91,Ancien
D,90,37.9,1980,appartement,69,69008,845533.41,6517183.09,Ancien
D,83,37.2,1989,appartement,69,69008,845723.17,6517180.82,Ancien
D,108,60,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,108,60,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,81,87,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,80,104,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,93,73,1984,appartement,69,69008,845900.78,6516220.73,Ancien
F,178,52.1,1900,appartement,69,69008,845497.89,6517788.98,Ancien
D,93,73,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,100,67,1984,appartement,69,69008,845900.78,6516220.73,Ancien
F,169.5,38,1949,appartement,69,69008,844968.08,6516913.23,Ancien
D,90,47.7,NA,appartement,69,69008,845083.84,6516814.1,Ancien
E,138,45.9,NA,appartement,69,69008,845862.52,6516419.88,Ancien
D,99,88,1983,appartement,69,69008,844099.35,6516937.87,Ancien
F,166,47.3,NA,appartement,69,69008,844704.06,6518171.22,Ancien
D,100,82,1983,appartement,69,69008,844099.35,6516937.87,Ancien
D,101,62.1,2009,appartement,69,69008,845521.13,6516762.58,Ancien
C,72,97.3,1992,appartement,69,69008,845125.32,6516730.88,Ancien
D,90,24.3,2002,appartement,69,69008,845765.32,6516355.59,Ancien
E,122,31.9,1940,appartement,69,69008,845187.84,6516817.45,Ancien
D,81,87,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,94,51.1,NA,appartement,69,69008,845114.65,6517406.01,Ancien
C,59,40.3,NA,appartement,69,69008,844924.97,6517731,Ancien
D,95,70,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,100,83,1983,appartement,69,69008,844099.35,6516937.87,Ancien
G,442,29.6,NA,appartement,69,69008,846396.12,6516813.26,Ancien
D,93.1,17,1930,appartement,69,69008,843925.88,6516964.57,Ancien
D,101,71,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,93,73,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,86,41.1,NA,appartement,69,69008,843964.57,6516969.81,Ancien
D,92,45,2008,appartement,69,69008,844952.05,6517345.29,Ancien
D,102,72,1983,appartement,69,69008,844099.35,6516937.87,Ancien
F,174,50,NA,appartement,69,69008,845014,6517096.82,Ancien
D,100,82,1983,appartement,69,69008,844099.35,6516937.87,Ancien
C,61,44.3,NA,appartement,69,69008,846697.43,6516870.33,Ancien
D,91,75,1984,appartement,69,69008,845900.78,6516220.73,Ancien
G,333,37.2,NA,appartement,69,69008,846090.52,6516475.85,Ancien
G,208,37.3,1980,appartement,69,69008,846709.36,6515827.33,Ancien
C,72,104,1984,appartement,69,69008,845900.78,6516220.73,Ancien
E,139,35,NA,appartement,69,69008,844462.71,6516625.72,Ancien
D,101,71,1984,appartement,69,69008,845900.78,6516220.73,Ancien
E,113,66.2,NA,appartement,69,69008,844931.8,6518179.71,Ancien
E,123.4,17.9,1994,appartement,69,69008,844833.05,6517361.59,Ancien
D,93,72,1984,appartement,69,69008,845900.78,6516220.73,Ancien
E,122,30,NA,appartement,69,69008,846074.69,6517098.42,Ancien
D,107,94,NA,appartement,69,69008,846397.56,6515679.7,Ancien
D,88,30,2007,appartement,69,69008,845801.52,6516806.56,Ancien
D,82,87,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,98,22.1,NA,appartement,69,69008,844579.5,6517730.85,Ancien
D,78,39.7,NA,appartement,69,69008,845862.21,6517493.38,Ancien
D,86,33.5,NA,appartement,69,69008,845002.41,6516978.13,Ancien
D,106,57.5,NA,appartement,69,69008,845723.08,6517027.41,Ancien
D,79,90,1984,appartement,69,69008,845900.78,6516220.73,Ancien
C,70,52.2,NA,appartement,69,69008,845678.36,6517833.59,Ancien
C,73,103,1984,appartement,69,69008,845900.78,6516220.73,Ancien
E,137,57.9,NA,maison,69,69008,846126.47,6516530.8,Ancien
D,84,122.2,NA,appartement,69,69008,845125.32,6516730.88,Ancien
E,126,69.4,NA,appartement,69,69008,845723.28,6517228.92,Ancien
D,88,19.9,NA,appartement,69,69008,844579.5,6517730.85,Ancien
D,106,101.7,1989,appartement,69,69008,844408.07,6516716.41,Ancien
D,107,25,NA,appartement,69,69008,844597.5,6517746.04,Ancien
G,304,24.3,1964,appartement,69,69008,845491.26,6516286.44,Ancien
D,81,88,1984,appartement,69,69008,845900.78,6516220.73,Ancien
E,141,43.6,NA,appartement,69,69008,845730.11,6516777.2,Ancien
F,170,27.5,NA,appartement,69,69008,844496.55,6516612.3,Ancien
D,82,87,1984,appartement,69,69008,845900.78,6516220.73,Ancien
E,131,18,NA,appartement,69,69008,844597.5,6517746.04,Ancien
F,166,81.2,1979,appartement,69,69008,843956.91,6516158.63,Ancien
E,142,31.3,NA,appartement,69,69008,843991.17,6516973.33,Ancien
D,108,60,1984,appartement,69,69008,845900.78,6516220.73,Ancien
F,178,27.1,NA,appartement,69,69008,845043.1,6517218.03,Ancien
C,73,41.6,NA,appartement,69,69008,844624.72,6517769.24,Ancien
D,100,83,1983,appartement,69,69008,844099.35,6516937.87,Ancien
D,103,71,NA,appartement,69,69008,846397.56,6515679.7,Ancien
D,91,75,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,79,90,1984,appartement,69,69008,845900.78,6516220.73,Ancien
C,64.1,69.5,2011,appartement,69,69008,844495.24,6516562.17,Ancien
D,78,42,2009,appartement,69,69008,845862.17,6516228.26,Ancien
E,138,26.8,NA,appartement,69,69008,844909.28,6517871.92,Ancien
D,87,87,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,98,19.9,NA,appartement,69,69008,844579.5,6517730.85,Ancien
D,101.4,31.7,1988,appartement,69,69008,845100.48,6517544.75,Ancien
G,313,21.2,NA,appartement,69,69008,843991.17,6516973.33,Ancien
D,84,35.3,NA,appartement,69,69008,846059.1,6515680.75,Ancien
D,100,83,1983,appartement,69,69008,844099.35,6516937.87,Ancien
D,81,87,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,79,24.3,1994,appartement,69,69008,844723.11,6517471.86,Ancien
G,187,60.2,NA,appartement,69,69008,844113.91,6517039.97,Ancien
D,92,70.1,1991,appartement,69,69008,844991.16,6517003.08,Ancien
D,101,77,1983,appartement,69,69008,844099.35,6516937.87,Ancien
E,114.9,23,1970,appartement,69,69008,844425.07,6516688.15,Ancien
D,89,95.5,NA,appartement,69,69008,844830.83,6517735.77,Ancien
C,72,40,NA,appartement,69,69008,845906.84,6516620.44,Ancien
E,141,62,NA,appartement,69,69008,845106.62,6517416.82,Ancien
D,94,20.6,NA,appartement,69,69008,844833.05,6517361.59,Ancien
E,130,25.1,NA,appartement,69,69008,845724.3,6517572.41,Ancien
D,88,30,NA,appartement,69,69008,845801.52,6516806.56,Ancien
C,76,87.5,NA,appartement,69,69008,845343.33,6517563.38,Ancien
D,81,88,1984,appartement,69,69008,845900.78,6516220.73,Ancien
F,175,25.2,NA,appartement,69,69008,846082.07,6516477.87,Ancien
D,80,89,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,86,55.9,1988,appartement,69,69008,845340.3,6517605.74,Ancien
C,68,79.6,NA,appartement,69,69008,844239.82,6516196.48,Ancien
E,139,27.9,NA,appartement,69,69008,845723.08,6517027.41,Ancien
D,103,66,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,105,65.7,NA,appartement,69,69008,846714.11,6515430.21,Ancien
C,72,104,1984,appartement,69,69008,845900.78,6516220.73,Ancien
C,59,71.4,1992,appartement,69,69008,844250.15,6516200.5,Ancien
G,203,65,1954,appartement,69,69008,845106.62,6517416.82,Ancien
D,100,83,1983,appartement,69,69008,844099.35,6516937.87,Ancien
C,67,48,NA,appartement,69,69008,844263.01,6516894.62,Ancien
D,89,45.3,1988,appartement,69,69008,844923.97,6517829.5,Ancien
D,102,69.4,NA,appartement,69,69008,846011.4,6515589.3,Ancien
D,108,39.3,NA,appartement,69,69008,843991.42,6516700.52,Ancien
E,133,70.5,NA,maison,69,69008,845165.09,6517516.06,Ancien
E,115,18,1995,appartement,69,69008,844771.9375,6517783.5,Ancien
F,166,68.9,NA,appartement,69,69008,844545.18,6516449.93,Ancien
D,100,21.7,NA,appartement,69,69008,844723.11,6517471.86,Ancien
F,151,70,NA,appartement,69,69008,846397.56,6515679.7,Ancien
D,102,66,1984,appartement,69,69008,845900.78,6516220.73,Ancien
C,48,63.9,NA,appartement,69,69008,845906.84,6516620.44,Ancien
D,91,83,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,102,73,1983,appartement,69,69008,844099.35,6516937.87,Ancien
D,86,46,NA,appartement,69,69008,845092.26,6517675.41,Ancien
D,91,75,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,98,19,NA,appartement,69,69008,844597.5,6517746.04,Ancien
D,91,47.6,NA,appartement,69,69008,845224.38,6517071.47,Ancien
D,98,74,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,81,88,1984,appartement,69,69008,845900.78,6516220.73,Ancien
E,124,19,NA,appartement,69,69008,844577.56,6516426.26,Ancien
F,143,18.1,NA,appartement,69,69008,844833.05,6517361.59,Ancien
C,69,62.7,2005,appartement,69,69008,844694.47,6517522.06,Ancien
E,140,20.2,1996,appartement,69,69008,844597.5,6517746.04,Ancien
E,139,78,NA,appartement,69,69008,844071.29,6517079.29,Ancien
F,161,50,NA,appartement,69,69008,845014,6517096.82,Ancien
G,220,35,NA,appartement,69,69008,845014,6517096.82,Ancien
G,188.1,64,1949,appartement,69,69008,844113.91,6517039.97,Ancien
D,108,46.3,NA,appartement,69,69008,846273.89,6517209.58,Ancien
D,104,62.8,NA,appartement,69,69008,844938.31,6517696.32,Ancien
E,121,30.9,1996,appartement,69,69008,845194.93,6517336.26,Ancien
D,103,31.4,NA,appartement,69,69008,846041.53,6517311.69,Ancien
E,135,60,NA,appartement,69,69008,846397.56,6515679.7,Ancien
D,80,90,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,107,38.9,NA,appartement,69,69008,845148.14,6517565.09,Ancien
G,220,85,NA,appartement,69,69008,845014,6517096.82,Ancien
D,89,57.4,NA,appartement,69,69008,845222.35,6517762.02,Ancien
D,99,44,2008,appartement,69,69008,845765.32,6516355.59,Ancien
G,313,33.8,1932,appartement,69,69008,846061.55,6516431.06,Ancien
D,96,55.6,NA,appartement,69,69008,844434.31,6516301.92,Ancien
D,80,63.9,NA,appartement,69,69008,845723.17,6517180.82,Ancien
D,81,88,1984,appartement,69,69008,845900.78,6516220.73,Ancien
E,135,36,NA,appartement,69,69008,845326.81,6517577.87,Ancien
F,161,44,NA,appartement,69,69008,844943.44,6516866.55,Ancien
D,84,67.5,NA,appartement,69,69008,846149.88,6517148.31,Ancien
D,93,17.8,NA,appartement,69,69008,844771.92,6517783.37,Ancien
D,100,61.8,NA,appartement,69,69008,845128.57,6516715.19,Ancien
C,75.4,66.6,1991,appartement,69,69008,845059.57,6517686.3,Ancien
D,79,91,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,87,81,1984,appartement,69,69008,845900.78,6516220.73,Ancien
C,72,104,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,98,17.1,NA,appartement,69,69008,843925.88,6516964.57,Ancien
D,100,42.3,NA,appartement,69,69008,844545.18,6516449.93,Ancien
D,108,60,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,97,18.8,1995,appartement,69,69008,844733.45,6517851.44,Ancien
F,151,61.5,1965,appartement,69,69008,845090.63,6517369.12,Ancien
D,93,24.5,NA,appartement,69,69008,846297.41,6517240.8,Ancien
F,181,67.3,NA,appartement,69,69008,843956.39,6516698.69,Ancien
F,164,22.7,NA,appartement,69,69008,846082.07,6516477.87,Ancien
D,84,50,NA,appartement,69,69008,844071.29,6517079.29,Ancien
D,84,46.7,1990,appartement,69,69008,845723.17,6517180.82,Ancien
D,108,72.3,1982,appartement,69,69008,845533.41,6517183.09,Ancien
D,80,90,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,91,91.3,NA,appartement,69,69008,845946.7,6516651.49,Ancien
D,82,87,1984,appartement,69,69008,845900.78,6516220.73,Ancien
F,179,24.2,NA,appartement,69,69008,846082.07,6516477.87,Ancien
D,82,19.4,NA,appartement,69,69008,845060.54,6516980.4,Ancien
E,116,25.5,NA,appartement,69,69008,846545.89,6517349.81,Ancien
D,100,67,1984,appartement,69,69008,845900.78,6516220.73,Ancien
E,129,19.2,NA,appartement,69,69008,844579.5,6517730.85,Ancien
D,94.5,68.9,1997,appartement,69,69008,845194.93,6517336.26,Ancien
D,96,70,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,79,90,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,91,42.8,NA,appartement,69,69008,844798.3,6517825.54,Ancien
D,98,51.9,NA,appartement,69,69008,845079.09,6517409.94,Ancien
D,108,66,NA,appartement,69,69008,845876.46,6515937.9,Ancien
D,81,88,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,93,72,1984,appartement,69,69008,845900.78,6516220.73,Ancien
D,88,NA,1984,immeuble,69,69008,845900.78,6516220.73,Ancien
C,69.8,53.5,2011,appartement,69,69008,844495.24,6516562.17,Ancien
C,72,104,1984,appartement,69,69008,845900.78,6516220.73,Ancien
C,130,84,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,129,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,161,54.8,NA,appartement,69,69008,843938.21,6516966.2,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,135,64,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,129,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,138,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,154,47.8,NA,appartement,69,69008,844670.17,6517771.08,Ancien
C,129,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,89,62.6,2014,appartement,69,69008,844233.99,6516481.05,Ancien
C,132,64,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,126,95,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,128,78,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,134,64,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,138,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,135,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,128,78,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,77,42.5,2014,appartement,69,69008,844221.23,6516437.87,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,135,64,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,131,84,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,143,36,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,183,71.5,1950,appartement,69,69008,846612.2,6516553.27,Ancien
D,138,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,139,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,119,76.8,NA,appartement,69,69008,844879.33,6516198.1,Ancien
D,167,72.6,NA,appartement,69,69008,844846.48,6517662.72,Ancien
D,143,36,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,130,84,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,69,47.8,2014,appartement,69,69008,846402.46,6516540.93,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,212,70.8,1982,appartement,69,69008,845185.47,6517607.96,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,64,63.7,2012,appartement,69,69008,845049.91,6517374.04,Ancien
D,179,62,NA,appartement,69,69008,843817.85,6516944.05,Ancien
E,299,56.2,NA,appartement,69,69008,846345.77,6516041.04,Ancien
E,238,43.2,1968,appartement,69,69008,845792.81,6517572.93,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,162,72,NA,appartement,69,69008,845627.49,6515643.06,Ancien
C,125,101,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,125,101,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,157,85.6,NA,appartement,69,69008,844840.67,6517645.25,Ancien
D,205,64.4,NA,appartement,69,69008,846272.37,6515892.33,Ancien
D,135,64,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,119,93.8,NA,maison,69,69008,845209.25,6516856.17,Ancien
C,128,78,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,139,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,125,38.4,NA,appartement,69,69008,845019.23,6517415.31,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,131,84,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,107,39.6,NA,appartement,69,69008,845508.03,6516261.95,Ancien
C,88,66.1,2012,appartement,69,69008,845309.78,6517087.82,Ancien
D,172,54,2004,appartement,69,69008,844137.51,6517015.42,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,125,101,1972,appartement,69,69008,843876.8,6516065.11,Ancien
E,244,60,NA,appartement,69,69008,843817.85,6516944.05,Ancien
F,394,29.9,NA,appartement,69,69008,845425.11,6517811.14,Ancien
D,227,110.7,NA,appartement,69,69008,846335.07,6515422.39,Ancien
C,129.4,58.5,2007,appartement,69,69008,845581.8125,6516702.5,Ancien
D,143,36,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,143,36,1972,appartement,69,69008,843876.8,6516065.11,Ancien
B,58,69.1,2017,appartement,69,69008,845614.06,6516897.97,Ancien
C,130,84,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,134,64,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,190,60,NA,appartement,69,69008,843817.85,6516944.05,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
F,355,57.4,1985,appartement,69,69008,845807.32,6517570.94,Ancien
C,128,78,1972,appartement,69,69008,843876.8,6516065.11,Ancien
E,217,38.8,1970,appartement,69,69008,844514.32,6516568.17,Ancien
D,138,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
G,420,80,NA,maison,69,69008,845540.32,6516491.33,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,102,24.1,2014,appartement,69,69008,845131.5,6517232.79,Ancien
D,173,67.8,2005,appartement,69,69008,845194.4,6517365.35,Ancien
C,129,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,134,64,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,174,84,NA,appartement,69,69008,846345.77,6516041.04,Ancien
D,143,36,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,190,60,NA,appartement,69,69008,843817.85,6516944.05,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,200,77.2,1949,appartement,69,69008,844806.13,6518172.85,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
F,340,66.2,NA,appartement,69,69008,844795.32,6516151.57,Ancien
D,139,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,182,49.5,2004,appartement,69,69008,844137.51,6517015.42,Ancien
D,138,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,135,64,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,129,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,74,25.6,2010,appartement,69,69008,845946.7,6516651.49,Ancien
D,139,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
E,264,60,NA,appartement,69,69008,845920.06,6515707.32,Ancien
C,130,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,126,95,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,223,55.7,1962,appartement,69,69008,845877.45,6515539.02,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,128,78,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,129,35.4,2015,appartement,69,69008,844743.65,6517432.24,Ancien
D,138,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,143,36,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,125,101,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,143,36,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,138,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
E,229,82.5,NA,maison,69,69008,846076.77,6516455.08,Ancien
C,132,64,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,NA,1972,immeuble,69,69008,843876.8,6516065.11,Ancien
C,129,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
B,55,58.9,2017,appartement,69,69008,845614.06,6516897.97,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,138,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,128,78,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,110,71.9,NA,appartement,69,69008,846142.55,6517132.92,Ancien
C,132,64,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,139,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,66,50.4,2017,appartement,69,69008,844711.46,6517365.61,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,138,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,138,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,131,84,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,128,78,1972,appartement,69,69008,843876.8,6516065.11,Ancien
E,308,55,1949,appartement,69,69008,846345.77,6516041.04,Ancien
E,241,60,NA,appartement,69,69008,843817.85,6516944.05,Ancien
E,312,40.3,1960,appartement,69,69008,846033.875,6517325.5,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,129,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,102,25.1,2014,appartement,69,69008,845131.5,6517232.79,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,130,84,1972,appartement,69,69008,843876.8,6516065.11,Ancien
E,241,60,NA,appartement,69,69008,843817.85,6516944.05,Ancien
C,129,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,210,92.1,1968,appartement,69,69008,846440.76,6515365.7,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
E,249,60,NA,appartement,69,69008,843817.85,6516944.05,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,139,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,74,1972,appartement,69,69008,843876.8,6516065.11,Ancien
G,448.9,65,1958,appartement,69,69008,845452.47,6515983.15,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
F,335,32.1,NA,appartement,69,69008,845189.34,6517497.08,Ancien
E,269.4,53,1958,appartement,69,69008,845519.01,6515847.77,Ancien
G,424,81.9,NA,appartement,69,69008,845627.49,6515643.06,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,130,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,143,36,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,168.8,90.7,1962,appartement,69,69008,845723.03,6517134.38,Ancien
C,110,71.7,1996,appartement,69,69008,844719.45,6517828.56,Ancien
C,110,62,1998,appartement,69,69008,845038.21,6516977.42,Ancien
C,127,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,133,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,130,88,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,130,84,1972,appartement,69,69008,843876.8,6516065.11,Ancien
C,132,72,1972,appartement,69,69008,843876.8,6516065.11,Ancien
D,138,54,1972,appartement,69,69008,843876.8,6516065.11,Ancien
