dpe_classe,consommation_kwh_m2,surface_m2,annee_construction,type_logement_immeuble,departement,code_postal,longitude,latitude,source_type
G,193,31.9,NA,appartement,69,69008,846177.1,6516047.8,Ancien
D,86,30.5,2007,appartement,69,69008,844869.61,6517216.38,Ancien
F,162,41.7,NA,appartement,69,69008,845395.11,6517412.98,Ancien
E,131,33,NA,appartement,69,69008,845041.54,6517073.26,Ancien
G,198,31.9,NA,appartement,69,69008,846166.94,6515686.98,Ancien
E,127,35,NA,appartement,69,69008,844892.27,6516869.34,Ancien
C,75,69.8,2010,appartement,69,69008,844366.61,6516680.11,Ancien
D,101,37,NA,appartement,69,69008,845408.09,6517410.29,Ancien
E,142,33,NA,appartement,69,69008,845041.54,6517073.26,Ancien
C,75,49.3,NA,appartement,69,69008,845344.07,6517423.54,Ancien
D,104,48.8,NA,appartement,69,69008,844888.99,6517261.83,Ancien
E,110,20.4,NA,appartement,69,69008,845321.27,6517414.01,Ancien
E,113,49,NA,appartement,69,69008,845131.14,6517044.16,Ancien
E,139,40.5,NA,appartement,69,69008,844742.35,6516289.84,Ancien
D,98,31,NA,appartement,69,69008,845074.49,6517031.93,Ancien
C,71,36.1,NA,appartement,69,69008,845278.97,6517492.43,Ancien
C,77,57.9,2008,appartement,69,69008,846557.47,6516714.92,Ancien
D,94,21,1998,appartement,69,69008,846657.76,6517140.54,Ancien
E,121,54,NA,appartement,69,69008,844995.06,6517625.01,Ancien
D,85,18.3,2010,appartement,69,69008,844804.48,6517174.74,Ancien
C,62,46,NA,appartement,69,69008,845083.45,6517028.04,Ancien
E,121,26.6,NA,appartement,69,69008,844061.04,6516654.27,Ancien
C,73,37.9,NA,appartement,69,69008,844869.61,6517216.38,Ancien
E,130,42.6,NA,appartement,69,69008,845382.6,6517415.57,Ancien
F,179,31,NA,appartement,69,69008,845074.49,6517031.93,Ancien
E,110,23.4,NA,appartement,69,69008,844651.01,6517240.99,Ancien
G,220,34.3,NA,appartement,69,69008,846166.94,6515686.98,Ancien
E,108,35,NA,appartement,69,69008,844910.31,6516876.21,Ancien
G,199,31.6,NA,appartement,69,69008,846166.94,6515686.98,Ancien
D,106,26.2,NA,appartement,69,69008,846646.41,6517156.49,Ancien
D,95,44.1,2010,appartement,69,69008,844930.4,6517399.1,Ancien
E,114,29.5,NA,appartement,69,69008,844488.69,6516639.22,Ancien
D,85,27.5,NA,appartement,69,69008,845366.94,6517140.94,Ancien
E,109,27.8,NA,appartement,69,69008,844488.69,6516639.22,Ancien
D,106.3,20,2008,appartement,69,69008,846805.95,6517370.91,Ancien
D,98.1,19.1,1998,appartement,69,69008,846657.75,6517140.5,Ancien
D,98,21,1995,appartement,69,69008,846657.76,6517140.54,Ancien
E,130,16.2,NA,appartement,69,69008,844617.08,6516446.07,Ancien
C,67,57,2007,appartement,69,69008,846110.71,6515976.9,Ancien
E,109,23.3,2014,appartement,69,69008,846595.82,6517066.74,Ancien
D,96,18.2,NA,appartement,69,69008,846646.41,6517156.49,Ancien
E,139,44.3,NA,appartement,69,69008,844910.5,6517339.2,Ancien
D,84,67.7,NA,appartement,69,69008,844888.99,6517261.83,Ancien
D,95,16.3,2010,appartement,69,69008,844804.48,6517174.74,Ancien
E,116,45.9,NA,appartement,69,69008,845083.45,6517028.04,Ancien
D,215,83,NA,maison,69,69008,843902.95,6516917.38,Ancien
C,70,58.8,2016,appartement,69,69008,846148.59,6516013.46,Ancien
C,134,61.9,2013,appartement,69,69008,844401.39,6516345.69,Ancien
E,292.7,20,1940,appartement,69,69008,845386.31,6517400.55,Ancien
D,216,76.3,NA,appartement,69,69008,846541.18,6515591.82,Ancien
F,279,30.4,NA,appartement,69,69008,846282.77,6517300.44,Ancien
D,228,45.4,1976,appartement,69,69008,846031.31,6515517.57,Ancien
G,407,50,NA,appartement,69,69008,845016.79,6517755.6,Ancien
D,173,86.9,NA,appartement,69,69008,845893.82,6517050.13,Ancien
C,96,44.3,2020,appartement,69,69008,846328.06,6517198.21,Ancien
C,88,54.7,2014,appartement,69,69008,845657.92,6517033.09,Ancien
D,200,67.5,NA,appartement,69,69008,845675.93,6517100.16,Ancien
E,179,64,NA,appartement,69,69008,846139.19,6516855.91,Ancien
F,204,68.7,NA,appartement,69,69008,844812.27,6517144.6,Ancien
D,200,75.9,1956,appartement,69,69008,846167.04,6517450.31,Ancien
F,313,57,NA,appartement,69,69008,844632.72,6516419.11,Ancien
D,191,65.3,1957,appartement,69,69008,844995.06,6517625.01,Ancien
C,96,42,2015,appartement,69,69008,846127.66,6516000.52,Ancien
E,209,34.8,1937,appartement,69,69008,845330.86,6517426.34,Ancien
E,218,32.6,NA,appartement,69,69008,846313.24,6517317.71,Ancien
C,101,36.3,2020,appartement,69,69008,846328.06,6517198.21,Ancien
D,196,56.5,NA,appartement,69,69008,846341.32,6517539.55,Ancien
C,83,74.5,2020,appartement,69,69008,846328.06,6517198.21,Ancien
F,333,68,NA,appartement,69,69008,846475.25,6517370.12,Ancien
E,300,135.9,NA,maison,69,69008,844052.09,6516657.84,Ancien
E,172,64,NA,appartement,69,69008,846157.48,6516855.34,Ancien
D,169,42.5,NA,appartement,69,69008,844938.48,6517376.3,Ancien
C,83,74.1,2020,appartement,69,69008,846328.06,6517198.21,Ancien
D,141,105.8,NA,maison,69,69008,846192.79,6516038.84,Ancien
F,364,35.9,1937,appartement,69,69008,845344.07,6517423.54,Ancien
E,308,57,NA,appartement,69,69008,844632.72,6516419.11,Ancien
C,122,69.4,NA,appartement,69,69008,844765.26,6517192.03,Ancien
E,284.9,65.2,1950,appartement,69,69008,845266.875,6516949.5,Ancien
D,154,75.8,NA,appartement,69,69008,845313.47,6517211.54,Ancien
D,206,17.7,NA,appartement,69,69008,845386.31,6517400.55,Ancien
C,88,77.2,NA,appartement,69,69008,844848.5,6517184.78,Ancien
E,223,86.8,1972,appartement,69,69008,845893.82,6517050.13,Ancien
C,95,46.6,2020,appartement,69,69008,846328.06,6517198.21,Ancien
D,164,94.7,1974,appartement,69,69008,844944.02,6517470.96,Ancien
C,109,69,NA,appartement,69,69008,846360.22,6517555.77,Ancien
F,299,161.1,NA,maison,69,69008,846630.37,6515812.11,Ancien
C,82,74.9,2020,appartement,69,69008,846328.06,6517198.21,Ancien
C,82,75.2,2020,appartement,69,69008,846328.06,6517198.21,Ancien
C,101,36.3,2020,appartement,69,69008,846328.06,6517198.21,Ancien
E,195.7,83.8,1967,appartement,69,69008,846175.39,6516080.41,Ancien
B,64.5,94,2006,appartement,69,69008,844938.48,6517376.3,Ancien
G,320,161.1,NA,maison,69,69008,846630.37,6515812.11,Ancien
E,257,53,NA,appartement,69,69008,844692.89,6517223.1,Ancien
C,95,46.7,2020,appartement,69,69008,846328.06,6517198.21,Ancien
D,198,45.5,1978,appartement,69,69008,846018.9,6515499.62,Ancien
C,95,46.6,2020,appartement,69,69008,846328.06,6517198.21,Ancien
D,177.6,18.1,1930,appartement,69,69008,843903.54,6516912.4,Ancien
E,233,32.7,1964,appartement,69,69008,846282.77,6517300.44,Ancien
D,174,39,NA,appartement,69,69008,845580.55,6517110.79,Ancien
D,141,105.8,NA,maison,69,69008,846192.79,6516038.84,Ancien
E,265.7,55,1960,appartement,69,69008,845173.16,6515799.92,Ancien
F,334,75,1960,appartement,69,69008,845250.86,6515803.87,Ancien
C,136.5,50,1995,appartement,69,69008,846135.4,6517214.5,Ancien
D,94,53.8,NA,appartement,69,69008,846103.71,6515967.18,Ancien
E,119,63.9,NA,appartement,69,69008,844938.48,6517376.3,Ancien
G,313,36,NA,appartement,69,69008,846288.22,6517091.18,Ancien
C,88,NA,2020,immeuble,69,69008,846328.06,6517198.21,Ancien
E,117,25,NA,appartement,69,69008,846646.41,6517156.49,Ancien
E,110,61,NA,appartement,69,69008,846557.47,6516714.92,Ancien
C,88,59.3,2020,appartement,69,69008,846328.06,6517198.21,Ancien
D,170.9,18.5,1930,appartement,69,69008,843903.54,6516912.4,Ancien
C,51,68.4,NA,appartement,69,69008,846557.71,6516698.48,Ancien
D,96,44.4,2006,appartement,69,69008,846487.4,6517320.42,Ancien
C,82,77,2020,appartement,69,69008,846328.06,6517198.21,Ancien
C,67,91,1992,appartement,69,69008,844906.7,6517358.55,Ancien
D,197,52.4,NA,appartement,69,69008,846147.14,6517463.05,Ancien
D,195,69,NA,appartement,69,69008,845675.93,6517100.16,Ancien
C,77,64,2014,appartement,69,69008,844392.03,6517352.09,Ancien
D,107,73.5,1949,maison,69,69008,843921.52,6516838.73,Ancien
G,247,33,NA,appartement,69,69008,845041.54,6517073.26,Ancien
E,239.5,58.7,1966,appartement,69,69008,846563.42,6515667.11,Ancien
F,397,35.6,NA,appartement,69,69008,844966.22,6517538.69,Ancien
E,135,33,NA,appartement,69,69008,845041.54,6517073.26,Ancien
E,119,12,NA,appartement,69,69008,845915.97,6517064.21,Ancien
D,79,57.3,1975,appartement,69,69008,845248.15,6516957.4,Ancien
D,192,42.8,NA,appartement,69,69008,846083.54,6516915.9,Ancien
D,147,67.6,1964,appartement,69,69008,846730.49,6515653.1,Ancien
D,90,112.3,1991,appartement,69,69008,845030.94,6517702.95,Ancien
D,105,118.3,1994,appartement,69,69008,845366.94,6517140.94,Ancien
F,386,95.8,NA,maison,69,69008,845470.43,6517418.21,Ancien
E,289,249.4,1903,maison,69,69008,846622.36,6517466.61,Ancien
C,164,68.1,1958,appartement,69,69008,846450.34,6517325.09,Ancien
C,68,41.8,NA,appartement,69,69008,844491.24,6516669.49,Ancien
D,85,21.1,1993,appartement,69,69008,844938.48,6517376.3,Ancien
G,228,33,NA,appartement,69,69008,845041.54,6517073.26,Ancien
D,157,78.4,1963,appartement,69,69008,846730.49,6515653.1,Ancien
D,177.4,17,1930,appartement,69,69008,843903.54,6516912.4,Ancien
F,311,128.4,1930,maison,69,69008,844617.08,6516446.07,Ancien
D,179,59,NA,appartement,69,69008,845911.36,6515696.68,Ancien
F,148,37.2,NA,appartement,69,69008,845086.15,6517858.1,Ancien
D,102,42.6,1993,appartement,69,69008,845227.74,6517172.41,Ancien
D,108,29.4,NA,appartement,69,69008,844031.87,6516866.31,Ancien
D,108,63.4,2011,appartement,69,69008,846435.85,6516938.07,Ancien
E,143,38.7,NA,appartement,69,69008,846166.94,6515686.98,Ancien
G,288,40.6,NA,appartement,69,69008,844576.78,6516528.54,Ancien
G,219,26.2,1948,appartement,69,69008,846210.91,6517214.97,Ancien
C,108,101.1,NA,appartement,69,69008,845909.11,6517008.95,Ancien
D,107,55.5,NA,appartement,69,69008,844847.84,6517140.11,Ancien
D,97,32.4,NA,appartement,69,69008,844847.84,6517140.11,Ancien
E,132,28.3,NA,appartement,69,69008,844847.84,6517140.11,Ancien
F,384,27.5,NA,appartement,69,69008,846153.14,6516028.23,Ancien
G,310,52.5,1957,appartement,69,69008,846543.27,6517476.05,Ancien
C,92,20.4,NA,appartement,69,69008,845909.11,6517008.95,Ancien
D,99,46.6,NA,appartement,69,69008,846153.14,6516028.23,Ancien
E,140,48.4,NA,appartement,69,69008,846153.14,6516028.23,Ancien
E,137,63.4,NA,appartement,69,69008,846153.14,6516028.23,Ancien
C,86,23.2,1992,appartement,69,69008,846497.55,6517139.6,Ancien
G,215.4,41,1949,appartement,69,69008,844891.94,6517314.99,Ancien
E,243,NA,NA,immeuble,69,69008,846153.14,6516028.23,Ancien
E,180,NA,NA,immeuble,69,69008,846153.14,6516028.23,Ancien
D,81,71.2,2023,appartement,69,69008,844048.17,6516486.57,Ancien
D,79.4,64.1,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,70.4,68.8,2023,appartement,69,69008,844048.17,6516486.57,Ancien
D,86,82.6,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,88.5,46,2023,appartement,69,69008,844048.17,6516486.57,Ancien
D,84.1,64.5,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,54.2,63.8,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,98.2,52.3,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,96.7,41.7,2023,appartement,69,69008,844048.17,6516486.57,Ancien
D,87.1,43.6,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,54.3,64.4,2023,appartement,69,69008,844115.12,6516547.46,Ancien
E,112.1,70.8,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,79.8,61.1,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,65.9,66.7,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,85.8,63.3,2023,appartement,69,69008,844048.17,6516486.57,Ancien
D,78.8,58.9,2023,appartement,69,69008,844048.17,6516486.57,Ancien
C,77.6,61.2,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,94.2,65.4,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,88.3,65.8,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,132,37.1,NA,appartement,69,69008,844130.78,6516334.44,Ancien
F,144,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,142.7,68.9,1949,appartement,69,69008,844098.11,6516715.46,Ancien
D,106,20.5,1960,appartement,69,69008,844142.7,6516174.54,Ancien
D,95,18.6,NA,appartement,69,69008,845877.97,6517245.7,Ancien
E,131,102,1981,appartement,69,69008,844055.71,6516261.7,Ancien
G,210.3,21.2,1960,appartement,69,69008,844142.7,6516174.54,Ancien
F,163,59,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,111,71,NA,appartement,69,69008,846249.95,6515745.72,Ancien
E,122,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
F,159,61,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,133,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
F,144,71,1981,appartement,69,69008,844055.71,6516261.7,Ancien
F,162,59,1981,appartement,69,69008,844055.71,6516261.7,Ancien
D,100.9,20.5,1960,appartement,69,69008,844142.7,6516174.54,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,123,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,115,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,140.9,18.4,1995,appartement,69,69008,844587.25,6517501,Ancien
E,130,15.5,1993,appartement,69,69008,844231.69,6516280.82,Ancien
D,101.5,18,1995,appartement,69,69008,844587.25,6517501,Ancien
C,77,46.9,1996,appartement,69,69008,845534.88,6517501.49,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
C,73,25.3,NA,appartement,69,69008,844850.73,6517241.71,Ancien
E,136,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,115,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
F,157,70,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,115,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
C,67,28,NA,appartement,69,69008,844153.42,6516009.61,Ancien
E,127.9,17.9,1995,appartement,69,69008,844587.25,6517501,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,142,17.1,1995,appartement,69,69008,844587.25,6517500.76,Ancien
F,164,58,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,138,31.5,NA,appartement,69,69008,845496.65,6517536.13,Ancien
G,318,19.1,NA,appartement,69,69008,844284.62,6516339.05,Ancien
E,124,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,110,102,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,132.5,18,1960,appartement,69,69008,844142.7,6516174.54,Ancien
E,115,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,140,38.4,NA,appartement,69,69008,844133.89,6516533.13,Ancien
F,146,71,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,119,18.2,1995,appartement,69,69008,844587.25,6517500.76,Ancien
E,140.3,25.2,1960,appartement,69,69008,844142.7,6516174.54,Ancien
E,115,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
F,156,70,1981,appartement,69,69008,844055.71,6516261.7,Ancien
C,76,46.4,2002,appartement,69,69008,845572.96,6517827.64,Ancien
F,160,59,1981,appartement,69,69008,844055.71,6516261.7,Ancien
D,105,18.6,NA,appartement,69,69008,845877.97,6517245.7,Ancien
G,204.8,21.2,1960,appartement,69,69008,844142.7,6516174.54,Ancien
D,92,18.6,NA,appartement,69,69008,845877.97,6517245.7,Ancien
E,136,19.5,1994,appartement,69,69008,844587.25,6517500.76,Ancien
D,99.5,44.9,2010,appartement,69,69008,846372.94,6515361.31,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
F,151.8,18.1,1995,appartement,69,69008,844587.25,6517501,Ancien
E,126,NA,1981,immeuble,69,69008,844055.71,6516261.7,Ancien
F,156,76,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,122,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
G,368.3,21.4,1900,appartement,69,69008,844052.17,6516999.08,Ancien
E,115,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,133,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
G,213.7,25.2,1960,appartement,69,69008,844142.7,6516174.54,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,131,29.3,NA,appartement,69,69008,844993.14,6516784.41,Ancien
E,110,102,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,138.1,18,1960,appartement,69,69008,844142.7,6516174.54,Ancien
E,122,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,123,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
F,172,23,2000,appartement,69,69008,845408.16,6517535.26,Ancien
E,115,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,124,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,115,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
D,84,14.4,NA,appartement,69,69008,844108.57,6516630.95,Ancien
D,87,41.3,2012,appartement,69,69008,845043.28,6516749.38,Ancien
E,139,82,1981,appartement,69,69008,844055.71,6516261.7,Ancien
D,79,49.6,NA,appartement,69,69008,844943.2,6517225.89,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,115,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
G,230,28.8,1938,appartement,69,69008,844353.91,6516376.67,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
D,81,31.2,1992,appartement,69,69008,845889.4,6517180.44,Ancien
E,123,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
D,106.1,17.8,1995,appartement,69,69008,845878,6517245.5,Ancien
F,157,36.3,NA,appartement,69,69008,844098.11,6516715.46,Ancien
E,139,17.3,NA,appartement,69,69008,845869.15,6517286.26,Ancien
E,117,27,NA,appartement,69,69008,844242.13,6516267.07,Ancien
F,169,18,2009,appartement,69,69008,846343.16,6515350.6,Ancien
E,118,35.5,NA,appartement,69,69008,844036.09,6517061.02,Ancien
E,231,53.5,1955,appartement,69,69008,846066.61,6516136.92,Ancien
D,178,72.8,NA,appartement,69,69008,844099.73,6516411.13,Ancien
D,210,36.8,NA,appartement,69,69008,844117.8,6516426.67,Ancien
D,155,47.1,NA,appartement,69,69008,844067.01,6516406.37,Ancien
D,178.7,61.5,2008,appartement,69,69008,844518.98,6517463.6,Ancien
C,124.4,48.4,1993,appartement,69,69008,844242.13,6516267.07,Ancien
D,147,63.1,NA,appartement,69,69008,844121,6516783.98,Ancien
B,55.9,66,2007,appartement,69,69008,844522.25,6517444.5,Ancien
D,214,28.8,1974,appartement,69,69008,844116.85,6516444.19,Ancien
C,67.8,62.4,2013,appartement,69,69008,844101.26,6516001.17,Ancien
D,159,68.1,1993,appartement,69,69008,844155.34,6516259.37,Ancien
F,332,43.7,NA,appartement,69,69008,844116.85,6516444.19,Ancien
C,116,43.7,NA,appartement,69,69008,844096.48,6516035.94,Ancien
C,73,66,2013,appartement,69,69008,844101.26,6516001.28,Ancien
C,120,54.3,NA,appartement,69,69008,845060.05,6516737.67,Ancien
C,137,51.9,1993,appartement,69,69008,844155.34,6516259.37,Ancien
D,148,63.1,NA,appartement,69,69008,844121,6516783.98,Ancien
C,102,37.7,2011,appartement,69,69008,844432.47,6517385.14,Ancien
E,258,51.6,NA,appartement,69,69008,845849.01,6517381.31,Ancien
E,264,52.9,NA,appartement,69,69008,845824.72,6517375.52,Ancien
E,240.1,65.7,1960,appartement,69,69008,846077.41,6516150.51,Ancien
E,268,23.5,2009,appartement,69,69008,844983.78,6517197.3,Ancien
D,193.7,58,1932,appartement,69,69008,843982.76,6517139.64,Ancien
D,164,76.1,NA,appartement,69,69008,845857.1,6517341.96,Ancien
C,131,79,NA,appartement,69,69008,844099.73,6516411.13,Ancien
F,410,50,NA,appartement,69,69008,845090.48,6516407.81,Ancien
E,295,65,NA,appartement,69,69008,846149.96,6515619.26,Ancien
E,243,54.4,NA,appartement,69,69008,846069.81,6516087.12,Ancien
C,130.9,67.4,1962,appartement,69,69008,845765.5,6517405.5,Ancien
D,151,65.6,2011,appartement,69,69008,845631.09,6517485.22,Ancien
G,402,36.1,NA,appartement,69,69008,845975.92,6517019.31,Ancien
D,203.4,46.7,1964,appartement,69,69008,844016.48,6516418.4,Ancien
D,157,66.5,NA,appartement,69,69008,846470.53,6515927.82,Ancien
D,172,71.4,2002,appartement,69,69008,845459.36,6517514.47,Ancien
C,162,41.7,2008,appartement,69,69008,844522.23,6517444.57,Ancien
D,87,28.2,2008,appartement,69,69008,844850.73,6517241.71,Ancien
E,116,18.2,NA,appartement,69,69008,844129.49,6516584.79,Ancien
E,142,23.8,NA,appartement,69,69008,844128.74,6516593.66,Ancien
F,166,18,NA,appartement,69,69008,844121,6516783.98,Ancien
C,132,101.9,2000,appartement,69,69008,845419.85,6517521.2,Ancien
E,240.4,38,1934,appartement,69,69008,845042.17,6516322.47,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,115,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,122,52.3,NA,appartement,69,69008,844993.14,6516784.41,Ancien
C,99.6,85.4,2002,appartement,69,69008,843946.7,6516819.88,Ancien
C,108.3,102.4,1985,appartement,69,69008,845515.38,6517517.02,Ancien
E,122,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
F,157,44,NA,appartement,69,69008,845013.5,6516755.68,Ancien
C,75,41.2,NA,appartement,69,69008,846367.25,6515348.62,Ancien
E,124,18.5,NA,appartement,69,69008,844121,6516783.98,Ancien
C,64,144.6,2006,maison,69,69008,845159.24,6516668.37,Ancien
E,142,51.6,NA,appartement,69,69008,845821.63,6517390.88,Ancien
D,96,18.2,NA,appartement,69,69008,844587.25,6517500.76,Ancien
E,242,63.9,NA,appartement,69,69008,844121,6516783.98,Ancien
D,160,52.4,NA,appartement,69,69008,845849.01,6517381.31,Ancien
G,283,29.7,NA,appartement,69,69008,844284.62,6516339.05,Ancien
D,106,17.2,NA,appartement,69,69008,845869.15,6517286.26,Ancien
G,192,21,NA,appartement,69,69008,844121,6516783.98,Ancien
E,131,21,NA,appartement,69,69008,844060.4,6516916.85,Ancien
E,127,102,1981,appartement,69,69008,844055.71,6516261.7,Ancien
D,84,75.8,NA,appartement,69,69008,844955.02,6518003.19,Ancien
E,121.9,18.1,1995,appartement,69,69008,844587.25,6517501,Ancien
F,157.4,22.7,1995,appartement,69,69008,844587.25,6517501,Ancien
E,123,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
G,216,21.1,NA,appartement,69,69008,844041.91,6517038.72,Ancien
D,194.5,38,1934,appartement,69,69008,845042.17,6516322.47,Ancien
C,91,70.3,2014,appartement,69,69008,845631.09,6517485.22,Ancien
E,312,32,1973,appartement,69,69008,844116.85,6516444.19,Ancien
C,121,49.3,NA,appartement,69,69008,844137.73,6516485.9,Ancien
C,111.5,61.6,2007,appartement,69,69008,844518.98,6517463.6,Ancien
D,86,87.1,2006,appartement,69,69008,843895.43,6516780.46,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,122,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
D,91,69.7,1991,appartement,69,69008,844943.2,6517225.89,Ancien
E,136,85,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,138,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,124,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,141,26.6,NA,appartement,69,69008,844060.4,6516916.85,Ancien
E,117,83,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,273,65,NA,appartement,69,69008,846149.96,6515619.26,Ancien
C,133,60.3,NA,appartement,69,69008,845043.28,6516749.38,Ancien
C,99,83,NA,appartement,69,69008,843965.17,6516778.55,Ancien
C,60,73.1,NA,appartement,69,69008,845440.1,6517529.9,Ancien
E,124,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,142,72,1981,appartement,69,69008,844055.71,6516261.7,Ancien
D,172,67.4,1962,appartement,69,69008,845773.79,6517443.51,Ancien
C,120,66.5,NA,appartement,69,69008,843951.61,6516752.9,Ancien
C,158,49.7,2008,appartement,69,69008,844522.23,6517444.57,Ancien
D,163.3,61.5,2006,appartement,69,69008,844802.51,6517257.9,Ancien
C,93,57.6,2013,appartement,69,69008,844130.78,6516334.44,Ancien
E,110,102,1981,appartement,69,69008,844055.71,6516261.7,Ancien
E,118,40,2011,appartement,69,69008,844730.39,6517282.08,Ancien
E,115,46.2,NA,appartement,69,69008,845384.19,6517539.24,Ancien
E,116,41,2009,appartement,69,69008,846343.16,6515350.6,Ancien
D,78.3,66.4,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,96.9,52.7,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,56.8,60.4,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,61.1,63.4,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,59.4,65.7,2023,appartement,69,69008,844048.17,6516486.57,Ancien
C,68.2,47.3,2023,appartement,69,69008,844048.17,6516486.57,Ancien
D,83.9,60.4,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,73.5,60.8,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,56.8,64,2023,appartement,69,69008,844048.17,6516486.57,Ancien
C,60.7,64.6,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,59.8,64,2023,appartement,69,69008,844115.12,6516547.46,Ancien
E,221.5,59,1961,appartement,69,69008,846552.67,6516205.71,Ancien
D,82.5,50.9,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,89.1,49.9,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,70.8,75.4,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,75.1,63.3,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,50.3,60.2,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,56.3,58,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,80.7,66.9,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,81.4,72,2023,appartement,69,69008,844048.17,6516486.57,Ancien
D,96.6,63,2023,appartement,69,69008,844115.12,6516547.46,Ancien
B,44.3,61.9,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,79.3,61.1,2023,appartement,69,69008,844115.12,6516547.46,Ancien
E,205.2,59,1961,appartement,69,69008,846552.67,6516205.71,Ancien
D,80.8,66.9,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,84.4,56.8,2023,appartement,69,69008,844115.12,6516547.46,Ancien
D,79.9,72.7,2023,appartement,69,69008,844115.12,6516547.46,Ancien
C,59.7,58.2,2023,appartement,69,69008,844115.12,6516547.46,Ancien
